youtube_link,p1_character,p2_character
https://www.youtube.com/embed/soWKh-ucDLk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Pokemon Trainer
https://www.youtube.com/embed/Ntid25wyiWw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Meta Knight,Donkey Kong
https://www.youtube.com/embed/BhuPXV5bzhg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Captain Falcon,R.O.B.
https://www.youtube.com/embed/iDk5TT8GAAw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,Mega Man
https://www.youtube.com/embed/VcUfcNRqmI8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Greninja,King Dedede
https://www.youtube.com/embed/eX6v0zX6mE4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ike,Pikachu
https://www.youtube.com/embed/L6D8sEy4gwo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Donkey Kong,Incineroar
https://www.youtube.com/embed/-FL0kXT7yx4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Pikachu
https://www.youtube.com/embed/GmRIgSV9_qM?start=79&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Peach
https://www.youtube.com/embed/RQVMVDHUVyk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Olimar
https://www.youtube.com/embed/vO9KAhrQkUI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,R.O.B.
https://www.youtube.com/embed/r_Yuk44Ui44?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,King Dedede
https://www.youtube.com/embed/FOK17tQtTSk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Young Link,Snake
https://www.youtube.com/embed/2zlUnj6MDYs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Link,Sonic
https://www.youtube.com/embed/CNTGFHwjhOc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wario,Peach
https://www.youtube.com/embed/9MhQXQ0ohUk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,Inkling
https://www.youtube.com/embed/2QWQn0EY1-o?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Mega Man
https://www.youtube.com/embed/yE0vU-It1-k?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Peach
https://www.youtube.com/embed/-OE0Twwknl4?start=68&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Palutena
https://www.youtube.com/embed/uDgzGRwURJA?start=61&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Ganondorf
https://www.youtube.com/embed/ZnmVBJU1xmM?start=76&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Olimar
https://www.youtube.com/embed/Yfg4t7svnr8?start=49&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Ganondorf
https://www.youtube.com/embed/-tV_xnMQsag?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Diddy Kong,Palutena
https://www.youtube.com/embed/Rwm2ui5CQco?start=59&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Palutena
https://www.youtube.com/embed/FKPrH96iX24?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Dark Samus
https://www.youtube.com/embed/9eptASfG-p0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Yoshi,Olimar
https://www.youtube.com/embed/3vlcIDf52A0?start=45&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Olimar
https://www.youtube.com/embed/aOnDg69skdU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Ness
https://www.youtube.com/embed/33aw1FoDPPM?start=53&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Incineroar,Peach
https://www.youtube.com/embed/r8iQeUydkR0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Olimar
https://www.youtube.com/embed/s05V2Rkxvgc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Donkey Kong,Olimar
https://www.youtube.com/embed/D6_FgF9Fb1Q?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Lucina
https://www.youtube.com/embed/V4IXD0MdpoY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Mewtwo
https://www.youtube.com/embed/19e3vdIOHNI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,R.O.B.
https://www.youtube.com/embed/ZnUaCeveg28?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Pokemon Trainer
https://www.youtube.com/embed/5MC368i7VIo?start=67&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Yoshi,Samus
https://www.youtube.com/embed/9zcP8ckHn1I?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bowser Jr.,Pichu
https://www.youtube.com/embed/duv0N7_DnSo?start=46&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Lucina
https://www.youtube.com/embed/VZs2Hq-Lsao?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Young Link,Snake
https://www.youtube.com/embed/7UnwLNCubQk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Fox
https://www.youtube.com/embed/nnNPkk1Pwfc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Lucina
https://www.youtube.com/embed/G7_fyjJgHRU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Fox
https://www.youtube.com/embed/HjuQz7V0TEE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Lucina
https://www.youtube.com/embed/bdbsfyTqqec?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Palutena
https://www.youtube.com/embed/Mjp-GjSeKLQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Lucina
https://www.youtube.com/embed/qINWvOUi0i8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Pichu
https://www.youtube.com/embed/Hcia5xkCXpY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Wolf
https://www.youtube.com/embed/xhyA7ax2Ci8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Falco
https://www.youtube.com/embed/NKXFbN6uiq4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Palutena
https://www.youtube.com/embed/PK8lLXwxHho?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Lucina
https://www.youtube.com/embed/cgqdr98xsPk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pac-Man,Falco
https://www.youtube.com/embed/EpCSJxNj2Q4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,R.O.B.
https://www.youtube.com/embed/Fs-HzDTQ8KY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Lucina,Lucina
https://www.youtube.com/embed/Oq4NubVBPZM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Donkey Kong,Falco
https://www.youtube.com/embed/Wf1wtOzlF5w?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Donkey Kong,Chrom
https://www.youtube.com/embed/yHXNDNE9BwE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Luigi,Villager
https://www.youtube.com/embed/v5CuYtRYJiE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Wolf
https://www.youtube.com/embed/Ob1km49d6ME?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Daisy,Incineroar
https://www.youtube.com/embed/jP-5shyVSRw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Robin
https://www.youtube.com/embed/IivwKSiIYPg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Mii Brawler
https://www.youtube.com/embed/4d0Qdg0nsiw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Snake
https://www.youtube.com/embed/wZ3DTws0OWE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Daisy
https://www.youtube.com/embed/K65yWml1wR8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Snake
https://www.youtube.com/embed/4Av04h8HkX0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Daisy
https://www.youtube.com/embed/bCGu5O4ym88?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Wolf
https://www.youtube.com/embed/MQdQ7x1djnk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Wolf
https://www.youtube.com/embed/lmnsjQm4lcw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Young Link
https://www.youtube.com/embed/ZkwwZGDlkYg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Snake
https://www.youtube.com/embed/rYUTip0PlYg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Mega Man
https://www.youtube.com/embed/9mM0T6dBaEo?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Daisy,Snake
https://www.youtube.com/embed/0ciZGo4qmow?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Ness
https://www.youtube.com/embed/tWunCWfvhi0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Richter,Snake
https://www.youtube.com/embed/IQtjBomaPX0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Corrin,Daisy
https://www.youtube.com/embed/LoJN_P2NsK0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Palutena,Snake
https://www.youtube.com/embed/0Gvx-6rCmBo?start=105&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pokemon Trainer,Wolf
https://www.youtube.com/embed/qhe3NSriqLI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Cloud
https://www.youtube.com/embed/7HyrK9Hc2D4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Sonic
https://www.youtube.com/embed/7GSVyCC_mX4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Roy
https://www.youtube.com/embed/G-u0UFm7v5U?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Link,Villager
https://www.youtube.com/embed/ffcY_7_0Tgk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Roy,Fox
https://www.youtube.com/embed/Pz8MTwyH3jY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Ike
https://www.youtube.com/embed/-2UkSzDz_yo?start=86&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Wolf
https://www.youtube.com/embed/McI4WZfHcuY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Yoshi,Fox
https://www.youtube.com/embed/KQEzRqOUKXQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Mega Man
https://www.youtube.com/embed/W3H_oGp2B78?start=63&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Robin,Wolf
https://www.youtube.com/embed/VeAt3rSCHtw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Diddy Kong,Pichu
https://www.youtube.com/embed/l0LdLFIuLvA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Mario
https://www.youtube.com/embed/m6h9e1PrUNw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,King Dedede
https://www.youtube.com/embed/vPdB3jU0Q60?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Lucas
https://www.youtube.com/embed/T4TZA-1x15w?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Link,Luigi
https://www.youtube.com/embed/db6EVjVfm98?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Young Link,King Dedede
https://www.youtube.com/embed/rIRBEOn8qSs?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Link,Snake
https://www.youtube.com/embed/2E3i2Lyg7KA?start=79&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Pac-Man
https://www.youtube.com/embed/NnDygcHliQg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,Snake
https://www.youtube.com/embed/iPgaarQ6Amg?start=182&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ridley,Snake
https://www.youtube.com/embed/25pf-zG62Tw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Fox
https://www.youtube.com/embed/puVC5TLELko?start=60&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Ridley
https://www.youtube.com/embed/vhOVeplmc5g?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ridley,Fox
https://www.youtube.com/embed/hcxo7NdwW5w?start=106&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Shulk,Bayonetta
https://www.youtube.com/embed/lvVxqNgh22k?start=98&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Lucina
https://www.youtube.com/embed/Iw777RFrF0Q?start=67&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,R.O.B.
https://www.youtube.com/embed/wnIV47UJIA8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Dark Samus
https://www.youtube.com/embed/C3_ktNnAG30?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Chrom,Pokemon Trainer
https://www.youtube.com/embed/rBaElcwEbLk?start=64&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Zelda
https://www.youtube.com/embed/mkUNllVT18s?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,Ridley
https://www.youtube.com/embed/6z_i0qBlMro?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Snake
https://www.youtube.com/embed/oAiKLO4qmrU?start=27&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Wolf
https://www.youtube.com/embed/Hk1OD49Ex9k?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,R.O.B.
https://www.youtube.com/embed/s3W9LpEfhW0?start=62&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ike,Daisy
https://www.youtube.com/embed/hSv8BbjOl9k?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,R.O.B.
https://www.youtube.com/embed/PjP3M5rEikM?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Daisy,Wolf
https://www.youtube.com/embed/PKb2nyWpPoE?start=64&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Olimar
https://www.youtube.com/embed/D5JeBx6KKzQ?start=119&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Daisy
https://www.youtube.com/embed/vOJ6lMj2j-I?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Greninja
https://www.youtube.com/embed/qdFihmGAQGc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ridley,R.O.B.
https://www.youtube.com/embed/klDiBC4ADOE?start=75&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Peach
https://www.youtube.com/embed/zjlfMwouKiU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Daisy
https://www.youtube.com/embed/ZzBfEbpW9uY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Snake
https://www.youtube.com/embed/ueshdk1jjMU?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mr. Game & Watch,Wolf
https://www.youtube.com/embed/1UD9GBTLJq0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Greninja
https://www.youtube.com/embed/3GxfBFuzF0I?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Sonic,R.O.B.
https://www.youtube.com/embed/3SjAruOgfng?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wolf,Meta Knight
https://www.youtube.com/embed/_0Glzg9_-RA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Zero Suit Samus,Lucina
https://www.youtube.com/embed/A0q1X3lnu-Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mario,Snake
https://www.youtube.com/embed/ezctHibjLJ0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Wolf
https://www.youtube.com/embed/LuzvPaHsmzE?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Cloud,Donkey Kong
https://www.youtube.com/embed/WFNYsby9VIQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Falco,Wolf
https://www.youtube.com/embed/Nu_Bql0pXXA?start=49&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Daisy,Toon Link
https://www.youtube.com/embed/klzNkvkkwWg?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Mewtwo
https://www.youtube.com/embed/vFhK36fBHpk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Fox
https://www.youtube.com/embed/6zdTihNX2L8?start=64&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mewtwo,Ness
https://www.youtube.com/embed/FjJhi_GktO0?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Yoshi,Zelda
https://www.youtube.com/embed/lHFGt4ywTgk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Simon,Bayonetta
https://www.youtube.com/embed/bTp9lDvm9lY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,Fox
https://www.youtube.com/embed/Z1yyFwEmwpk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Pokemon Trainer
https://www.youtube.com/embed/9MkyMPQ-VRA?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Ness
https://www.youtube.com/embed/NsxUPffUlfQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Snake,Luigi
https://www.youtube.com/embed/_5AEMt3HeRw?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mewtwo,R.O.B.
https://www.youtube.com/embed/FOzzLyyn1w4?start=91&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Luigi,Pokemon Trainer
https://www.youtube.com/embed/duiedjYI5W8?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Wii Fit Trainer,Ness
https://www.youtube.com/embed/iE3is50e2kk?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mewtwo,Robin
https://www.youtube.com/embed/EjKuHBiIc0E?start=69&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Roy,Fox
https://www.youtube.com/embed/GA8zME4ReI4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Mega Man,Yoshi
https://www.youtube.com/embed/J0Tn84FV75U?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Lucas,Inkling
https://www.youtube.com/embed/9WummJmNHNc?start=122&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ken,Zero Suit Samus
https://www.youtube.com/embed/QIylwjis7m4?start=116&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,R.O.B.,Donkey Kong
https://www.youtube.com/embed/erstVJDHaCU?start=73&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Young Link,Robin
https://www.youtube.com/embed/TEDg9Gpdxsc?start=70&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Ness,R.O.B.
https://www.youtube.com/embed/m62MPsmTuCc?start=101&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Yoshi,Ness
https://www.youtube.com/embed/B1IgwcOVRuY?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Bayonetta,Cloud
https://www.youtube.com/embed/6mFNkJCKjUI?start=90&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Villager,Ridley
https://www.youtube.com/embed/GyRd_-scQjc?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Jigglypuff,Wii Fit Trainer
https://www.youtube.com/embed/4YAxa7K3Dus?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Incineroar
https://www.youtube.com/embed/PE3VcWqxcFM?start=109&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Jigglypuff
https://www.youtube.com/embed/npG9TtDc440?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,Lucina
https://www.youtube.com/embed/KBRWkyaAjQI?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Ike
https://www.youtube.com/embed/RGKuLvN8BO4?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Ike
https://www.youtube.com/embed/rlwOVldqJ08?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Pichu
https://www.youtube.com/embed/BH7_hFWc85Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Olimar,Wolf
https://www.youtube.com/embed/PJb1_qNhY6Y?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Lucina
https://www.youtube.com/embed/z254QAXMb78?start=139&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pichu,Wolf
https://www.youtube.com/embed/VzExbn6HsTs?start=98&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Peach,Ike
https://www.youtube.com/embed/9VOv0EOPlYE?start=134&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Inkling,Olimar
https://www.youtube.com/embed/9aPuBqEkZhs?start=131&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Fox,Pikachu
https://www.youtube.com/embed/LPpt2oRfJXQ?&rel=0&showinfo=0&modestbranding=1&color=white&autohide=1&iv_load_policy=3&vq=hd720,Pikachu,Mega Man
